GSPC,DJI,GSPE,SP35,SP45,SP60,SHY,SPGSCI,target,std
1.3488853037494068,0.07201957294404743,-0.13115317591866657,-0.44239250668537805,-0.6216500193099721,-0.08616243474654343,0.8860164411327723,-0.025563181165666485,0.02,0.004753251781516006
1.3486681860724763,0.07253848917008077,-0.13136904862199297,-0.44028188963193565,-0.6215818633241167,-0.08660763190186867,0.8841615923028899,-0.025527834065533037,0.031093959595959595,0.004759980414243035
1.348451068395546,0.07305740539611409,-0.1315849213253194,-0.4381712725784933,-0.6215137073382614,-0.08705282905719391,0.8823067434730075,-0.025492486965399585,0.04218791919191919,0.004776043991313855
1.348233950718616,0.07357632162214608,-0.13180079402864525,-0.43606065552505635,-0.6214455513524062,-0.08749802621251801,0.8804518946431299,-0.025457139865266223,0.05328187878787878,0.004801442512728387
1.3480168330416857,0.07409523784817941,-0.13201666673197165,-0.433950038471614,-0.6213773953665509,-0.08794322336784326,0.8785970458132475,-0.02542179276513277,0.06437583838383838,0.004836175978486762
1.3477997153647554,0.07461415407421274,-0.13223253943529809,-0.43183942141817167,-0.6213092393806955,-0.08838842052316849,0.8767421969833651,-0.02538644566499932,0.07546979797979797,0.004880244388588927
1.3475825976878255,0.07513307030024474,-0.13244841213862393,-0.4297288043647347,-0.6212410833948403,-0.0888336176784926,0.8748873481534875,-0.02535109856486596,0.08656375757575757,0.004933647743034734
1.347365480010895,0.07565198652627807,-0.13266428484195034,-0.42761818731129236,-0.621172927408985,-0.08927881483381783,0.873032499323605,-0.02531575146473251,0.09765771717171716,0.004996386041824455
1.3471483623339646,0.07617090275231139,-0.13288015754527677,-0.42550757025785,-0.6211047714231297,-0.08972401198914308,0.8711776504937226,-0.02528040436459906,0.10875167676767676,0.005068459284957965
1.3469312446570343,0.07668981897834472,-0.13309603024860317,-0.4233969532044076,-0.6210366154372743,-0.09016920914446831,0.8693228016638401,-0.025245057264465607,0.11984563636363636,0.005149867472435266
1.3467141269801037,0.07720873520437806,-0.13331190295192957,-0.4212863361509653,-0.620968459451419,-0.09061440629979356,0.8674679528339577,-0.025209710164332155,0.13093959595959595,0.0052406106042563565
1.346497009303174,0.07772765143041005,-0.13352777565525545,-0.4191757190975283,-0.6209003034655638,-0.09105960345511765,0.8656131040040801,-0.025174363064198794,0.14203355555555552,0.005340688680420968
1.3462798916262435,0.07824656765644337,-0.13374364835858185,-0.417065102044086,-0.6208321474797085,-0.0915048006104429,0.8637582551741977,-0.025139015964065342,0.15312751515151513,0.005450101700929615
1.3460627739493132,0.0787654838824767,-0.13395952106190825,-0.41495448499064364,-0.6207639914938531,-0.091949997765768135,0.8619034063443153,-0.025103668863931894,0.16422147474747473,0.005568849665782052
1.3458456562723833,0.0792844001085087,-0.13417539376523413,-0.4128438679372067,-0.620695835507998,-0.09239519492109224,0.8600485575144377,-0.025068321763798532,0.1753154343434343,0.005696932574977938
1.345628538595453,0.07980331633454203,-0.13439126646856053,-0.41073325088376433,-0.6206276795221426,-0.09284039207641748,0.8581937086845552,-0.02503297466366508,0.1864093939393939,0.00583435042851793
1.3454114209185226,0.08032223256057536,-0.13460713917188694,-0.40862263383032194,-0.6205595235362873,-0.09328558923174272,0.8563388598546728,-0.02499762756353163,0.1975033535353535,0.005981103226401711
1.3451943032415927,0.08084114878660736,-0.1348230118752128,-0.40651201677688503,-0.6204913675504321,-0.09373078638706682,0.8544840110247952,-0.024962280463398268,0.2085973131313131,0.006137190968628872
1.3449771855646624,0.08136006501264069,-0.13503888457853921,-0.40440139972344263,-0.6204232115645768,-0.09417598354239207,0.8526291621949127,-0.024926933363264816,0.2196912727272727,0.00630261365520021
1.3447600678877318,0.08187898123867401,-0.13525475728186562,-0.4022907826700003,-0.6203550555787214,-0.0946211806977173,0.8507743133650303,-0.024891586263131368,0.23078523232323228,0.006477371286115337
1.344542950210802,0.08239789746470602,-0.1354706299851915,-0.40018016561656333,-0.6202868995928663,-0.09506637785304141,0.8489194645351527,-0.024856239162998006,0.24187919191919188,0.006661463861373772
1.3443258325338716,0.08291681369073933,-0.1356865026885179,-0.398069548563121,-0.6202187436070109,-0.09551157500836664,0.8470646157052703,-0.024820892062864554,0.2529731515151515,0.006854891380976455
1.3441087148569413,0.08343572991677267,-0.1359023753918443,-0.39595893150967865,-0.6201505876211556,-0.09595677216369189,0.8452097668753878,-0.024785544962731103,0.2640671111111111,0.007057653844922929
1.3438915971800107,0.083954646142806,-0.13611824809517073,-0.39384831445623625,-0.6200824316353003,-0.09640196931901712,0.8433549180455054,-0.02475019786259765,0.2751610707070707,0.007269751253213193
1.3436744795030804,0.08447356236883932,-0.13633412079849713,-0.3917376974027939,-0.6200142756494449,-0.09684716647434237,0.841500069215623,-0.0247148507624642,0.2862550303030303,0.007491183605847246
1.3434573618261505,0.08499247859487133,-0.13654999350182298,-0.389627080349357,-0.6199461196635897,-0.09729236362966646,0.8396452203857454,-0.02467950366233084,0.2973489898989899,0.007721950902824486
1.3432402441492202,0.08551139482090465,-0.1367658662051494,-0.3875164632959146,-0.6198779636777344,-0.09773756078499171,0.837790371555863,-0.02464415656219739,0.3084429494949495,0.007962053144146095
